Step,Generator,Discriminator,Real,Fake
152,47.2839,-58.0667,-10.7827,-47.2839
153,44.0158,-52.5942,-8.57834,-44.0158
154,47.0717,-58.0626,-10.9909,-47.0717
155,47.481,-58.7029,-11.2219,-47.481
156,46.8203,-57.386,-10.5657,-46.8203
157,45.4766,-52.0087,-6.53209,-45.4766
158,46.9135,-57.7479,-10.8343,-46.9135
159,44.9998,-55.2374,-10.2376,-44.9998
160,45.838,-57.1793,-11.3413,-45.838
161,43.5591,-53.5281,-9.969,-43.5591
162,46.9835,-57.8986,-10.9152,-46.9835
163,47.5363,-58.1868,-10.6505,-47.5363
164,47.9542,-59.0652,-11.111,-47.9542
165,46.7986,-58.1352,-11.3367,-46.7986
166,45.853,-55.6853,-9.83233,-45.853
167,48.1692,-60.0283,-11.8591,-48.1692
168,48.1137,-59.7298,-11.6161,-48.1137
169,46.6777,-57.1797,-10.502,-46.6777
170,48.0885,-59.4964,-11.4079,-48.0885
171,48.1589,-59.9746,-11.8158,-48.1589
172,47.5212,-59.1984,-11.6773,-47.5212
173,46.9123,-57.8169,-10.9046,-46.9123
174,46.9681,-58.2156,-11.2475,-46.9681
175,48.3464,-60.6069,-12.2606,-48.3464
176,48.6695,-60.7335,-12.0639,-48.6695
177,47.4837,-57.6374,-10.1538,-47.4837
178,48.3528,-60.5982,-12.2454,-48.3528
179,48.4171,-60.3861,-11.969,-48.4171
180,46.5172,-56.571,-10.0538,-46.5172
181,49.1881,-61.4837,-12.2956,-49.1881
182,47.1971,-59.4085,-12.2114,-47.1971
183,44.6102,-52.7574,-8.14715,-44.6102
184,49.0768,-61.7963,-12.7195,-49.0768
185,48.2771,-60.9438,-12.6667,-48.2771
186,48.9463,-61.3229,-12.3767,-48.9463
187,45.1476,-54.7033,-9.55569,-45.1476
188,49.0128,-61.5051,-12.4923,-49.0128
189,49.1044,-61.666,-12.5617,-49.1044
190,48.4322,-60.5257,-12.0936,-48.4322
191,48.6189,-60.6333,-12.0143,-48.6189
192,47.8379,-60.4854,-12.6475,-47.8379
193,48.5239,-61.1509,-12.627,-48.5239
194,48.7491,-61.3376,-12.5886,-48.7491
195,49.126,-62.095,-12.9691,-49.126
196,47.9181,-60.643,-12.7249,-47.9181
197,47.9844,-60.2162,-12.2318,-47.9844
198,48.9263,-61.0324,-12.1061,-48.9263
199,48.997,-61.933,-12.936,-48.997
200,48.6932,-58.6416,-9.94844,-48.6932
201,48.3047,-61.2521,-12.9473,-48.3047
202,41.4363,-54.0039,-12.5676,-41.4363
203,40.9373,-51.7171,-10.7798,-40.9373
204,27.2391,-36.9776,-9.7385,-27.2391
205,29.776,-32.6373,-2.86126,-29.776
206,8.96967,-10.0352,-1.06554,-8.96967
207,11.5776,-14.8979,-3.32036,-11.5776
208,18.5675,-22.4165,-3.84901,-18.5675
209,13.5997,-14.4265,-0.826783,-13.5997
210,24.715,-24.3717,0.343345,-24.715
211,15.7837,-19.8596,-4.07596,-15.7837
212,11.2081,-11.5737,-0.365643,-11.2081
213,26.3531,-27.3453,-0.992202,-26.3531
214,27.8114,-31.8686,-4.05723,-27.8114
215,29.1397,-29.4643,-0.32461,-29.1397
216,32.7955,-35.4235,-2.62807,-32.7955
217,27.3339,-34.8111,-7.47715,-27.3339
218,36.0383,-17.7109,18.3274,-36.0383
219,33.7721,-28.3763,5.39586,-33.7721
220,34.4319,-35.372,-0.94016,-34.4319
221,26.7666,-31.5045,-4.73788,-26.7666
222,38.58,-45.3642,-6.78419,-38.58
223,40.6333,-44.9585,-4.32528,-40.6333
224,40.6191,-46.0276,-5.40851,-40.6191
225,43.2185,-48.9519,-5.73335,-43.2185
226,39.6534,-46.7991,-7.14575,-39.6534
227,42.7016,-49.2412,-6.53964,-42.7016
228,42.8379,-53.7452,-10.9073,-42.8379
229,45.1904,-54.1571,-8.96671,-45.1904
230,44.2234,-54.4011,-10.1777,-44.2234
231,44.5863,-54.5718,-9.98551,-44.5863
232,46.3599,-55.7555,-9.39559,-46.3599
233,42.1603,-51.8948,-9.73458,-42.1603
234,45.74,-56.7106,-10.9705,-45.74
235,43.9756,-54.835,-10.8594,-43.9756
236,45.9081,-56.8831,-10.975,-45.9081
237,41.4503,-49.7811,-8.33078,-41.4503
238,42.5527,-51.2998,-8.74712,-42.5527
239,40.3429,-47.0084,-6.66553,-40.3429
240,31.2929,-36.9526,-5.65976,-31.2929
241,40.446,-49.5781,-9.13202,-40.446
242,33.2137,-40.3,-7.08632,-33.2137
243,31.9244,-33.0614,-1.13697,-31.9244
244,19.2307,-25.6481,-6.41744,-19.2307
245,19.6215,-24.7518,-5.13033,-19.6215
246,8.85649,-17.9442,-9.08771,-8.85649
247,25.0566,-28.6213,-3.56474,-25.0566
248,38.4521,-39.1107,-0.658574,-38.4521
249,36.3957,-45.84,-9.44431,-36.3957
250,32.3062,-41.704,-9.39783,-32.3062
251,15.6978,-24.7061,-9.00828,-15.6978
252,35.2104,-38.2287,-3.01832,-35.2104
253,42.7703,-42.9221,-0.151799,-42.7703
254,38.8145,-37.4663,1.34819,-38.8145
255,35.0552,-42.0073,-6.95206,-35.0552
256,41.2647,-28.2763,12.9884,-41.2647
257,36.3507,-46.0157,-9.66502,-36.3507
258,34.4017,-42.64,-8.23829,-34.4017
259,36.9185,-24.0862,12.8323,-36.9185
260,39.5109,-24.7209,14.79,-39.5109
261,41.5699,-24.37,17.1999,-41.5699
262,41.3351,-37.3038,4.03133,-41.3351
263,38.353,-43.8602,-5.50718,-38.353
264,44.6996,-53.2028,-8.50321,-44.6996
265,44.6116,-54.0885,-9.47695,-44.6116
266,43.2902,-51.5214,-8.23113,-43.2902
267,46.6414,-56.5769,-9.93551,-46.6414
268,46.797,-58.1621,-11.3651,-46.797
269,46.2648,-57.4973,-11.2326,-46.2648
270,44.6294,-50.6275,-5.99804,-44.6294
271,47.6004,-59.1521,-11.5516,-47.6004
272,44.3765,-49.8697,-5.49324,-44.3765
273,42.7142,-53.6339,-10.9197,-42.7142
274,40.4363,-28.5122,11.9241,-40.4363
275,43.6416,-37.2107,6.43084,-43.6416
276,25.9102,-36.4017,-10.4915,-25.9102
277,42.2954,-51.3955,-9.10015,-42.2954
278,45.2263,-49.2688,-4.04253,-45.2263
279,40.2223,-47.8454,-7.62303,-40.2223
280,43.1598,-32.4245,10.7353,-43.1598
281,31.2071,-37.6063,-6.39922,-31.2071
282,40.4822,-39.357,1.12519,-40.4822
283,38.4685,-39.7475,-1.27896,-38.4685
284,36.5098,-30.7144,5.79538,-36.5098
285,40.2013,-45.1613,-4.95995,-40.2013
286,36.0722,-45.6666,-9.59443,-36.0722
287,34.2145,-38.0363,-3.82179,-34.2145
288,40.1872,-39.6099,0.577296,-40.1872
289,41.1908,-39.9743,1.21654,-41.1908
290,39.5133,-46.4036,-6.89028,-39.5133
291,45.685,-55.8527,-10.1677,-45.685
292,44.4968,-42.7411,1.75564,-44.4968
293,44.4694,-53.1821,-8.71271,-44.4694
294,45.9015,-53.1522,-7.25065,-45.9015
295,46.0686,-56.0123,-9.94376,-46.0686
296,45.8317,-53.2704,-7.43866,-45.8317
297,45.8325,-56.5745,-10.7419,-45.8325
298,45.504,-46.475,-0.970941,-45.504
299,46.1375,-57.2663,-11.1288,-46.1375
300,43.9939,-54.3022,-10.3083,-43.9939
301,45.5305,-43.159,2.37153,-45.5305
302,46.7202,-57.9436,-11.2235,-46.7202
303,45.8044,-56.0108,-10.2064,-45.8044
304,45.2893,-56.349,-11.0597,-45.2893
305,46.5321,-55.4629,-8.93082,-46.5321
306,25.7311,-33.9795,-8.24839,-25.7311
307,45.6151,-53.2508,-7.63565,-45.6151
308,31.1036,-39.9231,-8.81946,-31.1036
309,39.4452,-49.0185,-9.57339,-39.4452
310,43.3307,-38.3401,4.99059,-43.3307
311,39.227,-47.5329,-8.30594,-39.227
312,42.3179,-52.1459,-9.82799,-42.3179
313,42.2946,-47.1191,-4.82453,-42.2946
314,17.8806,-26.6461,-8.76549,-17.8806
315,43.8915,-35.6614,8.23017,-43.8915
316,41.5613,-43.1975,-1.63622,-41.5613
317,46.0664,-55.7712,-9.70488,-46.0664
318,45.8417,-55.2874,-9.4457,-45.8417
319,45.9974,-56.0336,-10.0362,-45.9974
320,46.8715,-57.2534,-10.382,-46.8715
321,45.5104,-56.4282,-10.9179,-45.5104
322,43.2373,-52.2256,-8.98823,-43.2373
323,43.8989,-18.6735,25.2254,-43.8989
324,46.1678,-56.0704,-9.90251,-46.1678
325,45.6484,-56.2903,-10.6419,-45.6484
326,44.2673,-55.6787,-11.4114,-44.2673
327,46.8184,-53.996,-7.17752,-46.8184
328,47.7174,-58.683,-10.9656,-47.7174
329,44.6881,-56.1608,-11.4727,-44.6881
330,45.778,-55.6629,-9.88486,-45.778
331,41.3845,-47.5266,-6.14208,-41.3845
332,38.5958,-48.2433,-9.6475,-38.5958
333,46.2168,-54.51,-8.29316,-46.2168
334,39.1881,-48.7529,-9.5648,-39.1881
335,31.6055,-39.9425,-8.33694,-31.6055
336,40.7027,-47.6477,-6.945,-40.7027
337,37.942,-47.5957,-9.65367,-37.942
338,43.5985,-43.1674,0.431174,-43.5985
339,45.4275,-52.5072,-7.07971,-45.4275
340,44.7917,-55.5331,-10.7414,-44.7917
341,45.2463,-46.2484,-1.00205,-45.2463
342,14.3926,-24.3237,-9.93114,-14.3926
343,38.446,-48.5477,-10.1018,-38.446
344,42.4431,-51.5541,-9.11097,-42.4431
345,43.703,-28.1871,15.5159,-43.703
346,46.2829,-56.289,-10.0061,-46.2829
347,43.8671,-54.7578,-10.8908,-43.8671
348,43.9994,-53.2574,-9.25801,-43.9994
349,34.1663,-43.2755,-9.1092,-34.1663
350,33.6825,-42.0722,-8.38975,-33.6825
351,39.1836,-46.6002,-7.41659,-39.1836
352,44.8738,-55.6402,-10.7664,-44.8738
353,47.1186,-57.9659,-10.8473,-47.1186
354,46.1846,-57.3582,-11.1736,-46.1846
355,46.7806,-58.031,-11.2504,-46.7806
356,46.7584,-58.8219,-12.0635,-46.7584
357,46.8185,-56.614,-9.79554,-46.8185
358,46.8748,-58.1809,-11.3061,-46.8748
359,48.0396,-60.278,-12.2383,-48.0396
360,44.6124,-55.1365,-10.5241,-44.6124
361,46.2596,-51.2956,-5.03606,-46.2596
362,47.0882,-59.3376,-12.2493,-47.0882
363,47.1944,-59.52,-12.3257,-47.1944
364,47.686,-59.2314,-11.5454,-47.686
365,47.6745,-59.2255,-11.551,-47.6745
366,48.5389,-60.7041,-12.1652,-48.5389
367,42.184,-52.6111,-10.4271,-42.184
368,43.245,-40.2765,2.96845,-43.245
369,43.7475,-48.1845,-4.43699,-43.7475
370,45.6398,-56.0372,-10.3974,-45.6398
371,40.3428,-49.2273,-8.88455,-40.3428
372,46.4035,-56.2368,-9.83325,-46.4035
373,14.4265,-25.049,-10.6225,-14.4265
374,34.9718,-43.1899,-8.21818,-34.9718
375,39.7607,-39.2384,0.522286,-39.7607
376,44.4037,-50.7234,-6.31973,-44.4037
377,45.7669,-56.0399,-10.273,-45.7669
378,44.3957,-45.1041,-0.708394,-44.3957
379,47.3347,-58.0937,-10.759,-47.3347
380,47.3059,-57.5876,-10.2817,-47.3059
381,45.287,-55.7856,-10.4986,-45.287
382,44.9417,-54.7749,-9.83324,-44.9417
383,48.2479,-60.4238,-12.1759,-48.2479
384,43.1609,-50.798,-7.6372,-43.1609
385,48.2324,-60.0169,-11.7845,-48.2324
386,14.7927,-25.8907,-11.098,-14.7927
387,46.7912,-56.7717,-9.98042,-46.7912
388,46.7187,-58.4359,-11.7173,-46.7187
389,45.5228,-57.269,-11.7462,-45.5228
390,37.9075,-44.1635,-6.256,-37.9075
391,35.5675,-46.0616,-10.4941,-35.5675
392,47.1581,-57.9693,-10.8112,-47.1581
393,43.6327,-53.0628,-9.43014,-43.6327
394,35.9116,-47.6348,-11.7232,-35.9116
395,44.5542,-54.4982,-9.94397,-44.5542
396,40.7519,-50.298,-9.54608,-40.7519
397,46.318,-56.3681,-10.0501,-46.318
398,45.7627,-57.7341,-11.9714,-45.7627
399,48.125,-59.974,-11.849,-48.125
400,45.8711,-57.2743,-11.4032,-45.8711
401,44.7026,-53.9852,-9.28259,-44.7026
402,44.595,-56.1296,-11.5347,-44.595
403,46.8858,-57.9444,-11.0586,-46.8858
404,43.6487,-53.675,-10.0263,-43.6487
405,45.1739,-48.0135,-2.83955,-45.1739
406,45.3159,-47.7126,-2.39663,-45.3159
407,46.0746,-55.4831,-9.4085,-46.0746
408,43.7193,-53.8126,-10.0933,-43.7193
409,46.7057,-53.2166,-6.51094,-46.7057
410,44.3019,-35.1034,9.19844,-44.3019
411,47.5547,-58.309,-10.7543,-47.5547
412,47.6542,-59.5568,-11.9026,-47.6542
413,42.4318,-50.2346,-7.80283,-42.4318
414,46.0313,-46.3017,-0.270383,-46.0313
415,47.4612,-59.1608,-11.6997,-47.4612
416,25.1418,-36.4979,-11.3561,-25.1418
417,47.6866,-58.4303,-10.7436,-47.6866
418,45.0874,-55.7858,-10.6984,-45.0874
419,11.7533,-22.9517,-11.1984,-11.7533
420,39.1085,-49.7554,-10.647,-39.1085
421,46.1382,-58.0263,-11.8881,-46.1382
422,47.6213,-59.763,-12.1417,-47.6213
423,45.8,-54.8126,-9.01252,-45.8
424,45.9643,-48.0196,-2.05536,-45.9643
425,19.7375,-30.1283,-10.3908,-19.7375
426,47.7354,-59.5298,-11.7944,-47.7354
427,45.31,-52.8458,-7.53581,-45.31
428,43.6197,-53.5072,-9.88754,-43.6197
429,45.5911,-55.4618,-9.87079,-45.5911
430,46.27,-57.8958,-11.6258,-46.27
431,32.3119,-43.4957,-11.1838,-32.3119
432,44.5348,-47.359,-2.82418,-44.5348
433,45.7511,-56.4512,-10.7001,-45.7511
434,15.8232,-24.795,-8.97177,-15.8232
435,36.0852,-39.6422,-3.55702,-36.0852
436,41.5835,-46.3372,-4.75373,-41.5835
437,35.9225,-46.5319,-10.6094,-35.9225
438,46.6442,-54.0525,-7.40822,-46.6442
439,46.2032,-50.844,-4.64073,-46.2032
440,42.1146,-53.5726,-11.458,-42.1146
441,46.6467,-56.9714,-10.3247,-46.6467
442,47.1153,-57.3757,-10.2604,-47.1153
443,47.4647,-57.8048,-10.3401,-47.4647
444,43.4208,-53.7145,-10.2937,-43.4208
445,44.7944,-41.7221,3.07231,-44.7944
446,46.5613,-56.4747,-9.91333,-46.5613
447,46.1741,-56.8777,-10.7036,-46.1741
448,46.685,-55.8403,-9.15534,-46.685
449,23.1639,-34.2822,-11.1183,-23.1639
450,43.6756,-52.0872,-8.4116,-43.6756
451,46.731,-51.3042,-4.57327,-46.731
452,45.8734,-53.3669,-7.49359,-45.8734
453,45.3075,-55.0473,-9.73982,-45.3075
454,41.5666,-52.7415,-11.1749,-41.5666
455,47.4681,-59.4297,-11.9616,-47.4681
456,43.463,-44.1245,-0.661448,-43.463
457,47.051,-58.7747,-11.7237,-47.051
458,46.1844,-49.4878,-3.3034,-46.1844
459,46.5765,-57.401,-10.8245,-46.5765
460,42.5815,-53.0231,-10.4416,-42.5815
461,36.919,-48.2057,-11.2866,-36.919
462,46.9724,-53.5288,-6.5564,-46.9724
463,44.8028,-46.7724,-1.96954,-44.8028
464,46.6812,-55.4664,-8.78522,-46.6812
465,40.2044,-51.5495,-11.3451,-40.2044
466,45.9219,-52.2715,-6.34963,-45.9219
467,43.9364,-51.2694,-7.33306,-43.9364
468,46.9567,-53.1759,-6.2192,-46.9567
469,45.7367,-57.1072,-11.3705,-45.7367
470,44.3319,-51.4883,-7.15642,-44.3319
471,45.2996,-40.558,4.74167,-45.2996
472,47.2828,-59.5889,-12.3061,-47.2828
473,46.3451,-57.6355,-11.2904,-46.3451
474,46.0072,-56.8865,-10.8793,-46.0072
475,45.9216,-49.9345,-4.01285,-45.9216
476,46.4778,-56.9022,-10.4243,-46.4778
477,44.0143,-48.1114,-4.09713,-44.0143
478,46.9501,-58.3799,-11.4298,-46.9501
479,47.0507,-57.7879,-10.7371,-47.0507
480,47.0387,-57.6956,-10.6569,-47.0387
481,43.2218,-54.4175,-11.1957,-43.2218
482,46.6101,-58.1416,-11.5315,-46.6101
483,43.7506,-54.4455,-10.695,-43.7506
484,34.295,-41.7887,-7.49372,-34.295
485,44.1481,-45.7732,-1.62504,-44.1481
486,42.9778,-37.4616,5.51622,-42.9778
487,45.6295,-47.6301,-2.00061,-45.6295
488,45.5376,-56.0052,-10.4676,-45.5376
489,45.5412,-55.0481,-9.50693,-45.5412
490,43.9153,-55.3192,-11.404,-43.9153
491,46.7232,-55.1215,-8.39825,-46.7232
492,47.5885,-59.8719,-12.2834,-47.5885
493,45.4724,-57.1732,-11.7008,-45.4724
494,46.9421,-58.2948,-11.3527,-46.9421
495,47.9562,-59.5296,-11.5734,-47.9562
496,44.6989,-55.2735,-10.5746,-44.6989
497,44.5565,-54.9843,-10.4278,-44.5565
498,48.1216,-60.2446,-12.1229,-48.1216
499,48.9354,-60.9435,-12.0081,-48.9354
500,47.6111,-59.6392,-12.0282,-47.6111
501,44.7087,-56.3611,-11.6524,-44.7087
502,32.2317,-41.6633,-9.43161,-32.2317
503,47.985,-59.4293,-11.4442,-47.985
504,47.4052,-59.5315,-12.1264,-47.4052
505,48.2872,-59.4114,-11.1242,-48.2872
506,47.6551,-59.9636,-12.3085,-47.6551
507,47.3931,-58.1743,-10.7812,-47.3931
508,47.9287,-60.3094,-12.3807,-47.9287
509,48.1844,-60.5854,-12.401,-48.1844
510,48.6247,-61.117,-12.4923,-48.6247
511,45.9156,-58.082,-12.1664,-45.9156
512,46.9669,-59.017,-12.0501,-46.9669
513,42.0061,-53.4466,-11.4404,-42.0061
514,46.2778,-50.2873,-4.00949,-46.2778
515,44.5989,-56.4673,-11.8684,-44.5989
516,47.5775,-57.6007,-10.0231,-47.5775
517,40.7511,-50.4365,-9.68535,-40.7511
518,47.2908,-59.4363,-12.1456,-47.2908
519,48.3964,-60.335,-11.9387,-48.3964
520,48.7878,-61.6883,-12.9005,-48.7878
521,42.3775,-52.9216,-10.5441,-42.3775
522,47.5519,-60.2875,-12.7356,-47.5519
523,46.7302,-59.0148,-12.2845,-46.7302
524,43.6804,-55.7607,-12.0803,-43.6804
525,49.1631,-61.926,-12.7629,-49.1631
526,45.5645,-39.0457,6.51883,-45.5645
527,42.5186,-54.8234,-12.3048,-42.5186
528,48.4461,-60.0216,-11.5755,-48.4461
529,47.5092,-57.9037,-10.3945,-47.5092
530,45.9435,-58.6472,-12.7037,-45.9435
531,48.5152,-61.5369,-13.0218,-48.5152
532,44.247,-54.275,-10.028,-44.247
533,34.7549,-45.2204,-10.4654,-34.7549
534,42.734,-53.5639,-10.8299,-42.734
535,41.6682,-44.2193,-2.55116,-41.6682
536,44.6287,-47.2769,-2.64815,-44.6287
537,44.5463,-56.1179,-11.5716,-44.5463
538,45.3873,-45.8936,-0.506347,-45.3873
539,45.2532,-44.2608,0.992422,-45.2532
540,45.6224,-55.2721,-9.64976,-45.6224
541,47.4424,-59.6931,-12.2507,-47.4424
542,46.3924,-58.2667,-11.8743,-46.3924
543,40.0982,-48.4007,-8.30245,-40.0982
544,48.8517,-61.5141,-12.6624,-48.8517
545,46.9891,-58.2074,-11.2183,-46.9891
546,47.3944,-58.5836,-11.1892,-47.3944
547,42.4557,-30.7469,11.7088,-42.4557
548,48.2155,-52.3848,-4.16932,-48.2155
