Step,Generator,Discriminator,Real,Fake
101,1743.21,-206.542,1455.58,-1743.21
102,1799.74,-324.239,1365.13,-1799.74
103,1794.54,-94.0776,1578.47,-1794.54
104,1806.51,-162.175,1558.89,-1806.51
105,1685.9,-103.14,1484.5,-1685.9
106,1888.34,-281.452,1512.18,-1888.34
107,1885.14,-248.225,1571.41,-1885.14
108,1785.56,-220.682,1478.21,-1785.56
109,1783.66,-341.539,1381.21,-1783.66
110,1928.67,-137.027,1714.29,-1928.67
111,1852.44,-205.861,1564.73,-1852.44
112,1938.18,-145.261,1692.59,-1938.18
113,1803.06,-175.589,1494.18,-1803.06
114,1986.86,-127.79,1765.2,-1986.86
115,2001.47,-318.295,1601.99,-2001.47
116,1925.38,-240.462,1601.59,-1925.38
117,2112.91,-324.118,1688.68,-2112.91
118,2089.28,-242.957,1778.78,-2089.28
119,2034.64,-233.549,1700.04,-2034.64
120,1899.66,-33.4169,1719.15,-1899.66
121,1980.35,-242.127,1593.02,-1980.35
122,2107.77,-76.5495,1941.65,-2107.77
123,2252.07,-356.192,1797.99,-2252.07
124,2163.17,-205.93,1861.86,-2163.17
125,2186.67,-397.88,1684.3,-2186.67
126,2071.56,-201.495,1768.36,-2071.56
127,2112.85,-131.488,1927.84,-2112.85
128,2132.47,-337.182,1693.64,-2132.47
129,2107.63,-206.866,1808.24,-2107.63
130,2112.48,-193.933,1819.69,-2112.48
131,2261.7,-333.707,1774.09,-2261.7
132,2188.65,-242.718,1849.41,-2188.65
133,2319.02,-377.964,1852.23,-2319.02
134,2169.01,-205.403,1822.99,-2169.01
135,2340.46,-337.421,1865.87,-2340.46
136,2140.65,-205.798,1776.6,-2140.65
137,2203.94,-335.838,1752.83,-2203.94
138,2281.65,-402.542,1761.04,-2281.65
139,2314.71,-220.963,1969.54,-2314.71
140,2279.01,-354.748,1789.04,-2279.01
141,2159.43,-196.28,1839.48,-2159.43
142,2054.96,-103.768,1757.04,-2054.96
143,2270.94,-255.557,1828.33,-2270.94
144,2344.34,-266.347,1936.05,-2344.34
145,2262.49,-283.933,1859.05,-2262.49
146,2149.44,-201.354,1814.76,-2149.44
147,2351.57,-266.588,1973.08,-2351.57
148,2256.38,-160.312,1949.37,-2256.38
149,2419.1,-509.434,1819.72,-2419.1
150,2360.18,-293.15,1916.73,-2360.18
151,2272.68,-340.264,1818.07,-2272.68
152,2275.64,-301.703,1787.07,-2275.64
153,2362.85,-286.923,1894.11,-2362.85
154,2398.37,-311.161,1923.83,-2398.37
155,2300.15,-316.211,1835.37,-2300.15
156,2307.92,-215.015,1905.65,-2307.92
157,2362.0,-342.754,1852.42,-2362.0
158,2224.33,-397.5,1642.35,-2224.33
159,2406.08,-440.907,1850.64,-2406.08
