Step,Generator,Discriminator,Real,Fake
58,-8.80156,-3.44523,-12.2468,8.80156
59,-9.13584,-4.91765,-14.0535,9.13584
60,-11.0351,-4.06293,-15.098,11.0351
61,-13.7464,-4.85584,-18.6023,13.7464
62,-13.9904,-5.02493,-19.0154,13.9904
63,-11.4537,-4.70777,-16.1614,11.4537
64,-10.9808,-5.21051,-16.1913,10.9808
65,-13.8422,-5.17801,-19.0202,13.8422
66,-14.6197,-6.68949,-21.3092,14.6197
67,-13.2919,-5.64068,-18.9326,13.2919
68,-14.1466,-9.21357,-23.3601,14.1466
69,-13.6265,-7.65282,-21.2793,13.6265
70,-15.2818,-9.71378,-24.9956,15.2818
71,-12.6624,-11.3168,-23.9792,12.6624
72,-12.7473,-5.16992,-17.9172,12.7473
73,-10.5388,-13.6621,-24.2009,10.5388
74,-11.5449,-11.1563,-22.7012,11.5449
75,-14.0826,-7.96582,-22.0484,14.0826
76,-14.5176,-13.1087,-27.6262,14.5176
77,-11.1761,-15.5627,-26.7388,11.1761
78,-12.764,-14.9984,-27.7624,12.764
79,-8.86341,-14.1818,-23.0452,8.86341
80,-11.5897,-12.9886,-24.5783,11.5897
81,-8.34983,-18.9036,-27.2535,8.34983
82,-10.1906,-19.2629,-29.4535,10.1906
83,-15.2556,-12.4433,-27.6989,15.2556
84,-10.2289,-12.4406,-22.6696,10.2289
85,-8.90037,-13.833,-22.7334,8.90037
86,-10.5769,-17.0441,-27.621,10.5769
87,-16.8701,-14.9136,-31.7837,16.8701
88,-9.48962,-20.277,-29.7666,9.48962
89,-27.7846,0.974588,-26.81,27.7846
90,-7.98281,-23.9752,-31.958,7.98281
91,-12.7431,-19.1739,-31.9169,12.7431
92,-10.5034,-24.8045,-35.3078,10.5034
93,-6.70425,-27.7679,-34.4721,6.70425
94,-5.8308,-22.1634,-27.9942,5.8308
95,-6.09706,-27.2357,-33.3328,6.09706
96,-5.67944,-23.8888,-29.5683,5.67944
97,-7.72467,-26.9053,-34.63,7.72467
98,-6.27697,-24.1232,-30.4002,6.27697
99,-7.61525,-21.5707,-29.1859,7.61525
100,-14.6011,-18.8363,-33.4375,14.6011
101,-12.8142,-19.9181,-32.7323,12.8142
102,-10.8834,-24.3199,-35.2033,10.8834
103,-8.9612,-26.8152,-35.7764,8.9612
104,-6.5481,-32.2856,-38.8337,6.5481
105,-9.23023,-28.5996,-37.8299,9.23023
106,-9.27704,-28.646,-37.923,9.27704
107,-6.8768,-33.0161,-39.8929,6.8768
108,-5.91644,-34.6969,-40.6134,5.91644
109,-6.20454,-34.8175,-41.022,6.20454
110,-8.70872,-27.8852,-36.5939,8.70872
111,-7.6364,-35.0148,-42.6512,7.6364
112,-3.91582,-39.149,-43.0648,3.91582
113,-4.34233,-39.3758,-43.7182,4.34233
114,-4.97604,-32.8553,-37.8313,4.97604
115,-0.354212,-44.3885,-44.7427,0.354212
116,-3.44349,-43.0437,-46.4872,3.44349
117,-2.20984,-44.8738,-47.0836,2.20984
118,-0.259799,-43.1622,-43.422,0.259799
119,-1.34835,-47.9441,-49.2924,1.34835
120,-3.15789,-42.9025,-46.0603,3.15789
121,0.505125,-49.6744,-49.1693,-0.505125
122,-7.66376,-34.6365,-42.3003,7.66376
123,1.25202,-50.1176,-48.8656,-1.25202
124,0.469627,-49.3174,-48.8477,-0.469627
125,-0.252232,-48.7286,-48.9808,0.252232
126,-5.69706,-38.7578,-44.4549,5.69706
127,-0.603726,-49.3922,-49.9959,0.603726
128,0.442333,-48.4236,-47.9813,-0.442333
129,-0.716054,-49.5985,-50.3145,0.716054
130,0.156316,-50.1069,-49.9505,-0.156316
131,2.01953,-52.8784,-50.8589,-2.01953
132,-0.0531504,-46.0894,-46.1425,0.0531504
133,2.16771,-53.4387,-51.271,-2.16771
134,1.08992,-52.0784,-50.9885,-1.08992
135,2.65538,-54.1544,-51.499,-2.65538
136,0.650795,-51.7947,-51.1439,-0.650795
137,-6.70623,-42.392,-49.0982,6.70623
138,2.45077,-54.3026,-51.8518,-2.45077
139,1.38294,-49.773,-48.3901,-1.38294
140,2.35308,-54.7697,-52.4166,-2.35308
141,0.951186,-52.3645,-51.4133,-0.951186
142,1.47222,-52.3184,-50.8462,-1.47222
143,2.01295,-52.8297,-50.8167,-2.01295
144,-4.17724,-45.9409,-50.1181,4.17724
145,0.647174,-51.3729,-50.7257,-0.647174
146,2.00784,-54.463,-52.4552,-2.00784
147,1.66291,-52.8923,-51.2293,-1.66291
148,2.62764,-55.6122,-52.9846,-2.62764
149,2.71913,-55.3724,-52.6532,-2.71913
150,2.03063,-53.3522,-51.3215,-2.03063
151,0.365884,-52.4976,-52.1317,-0.365884
152,2.78894,-55.2434,-52.4544,-2.78894
153,2.34142,-55.6341,-53.2927,-2.34142
154,1.50619,-53.3656,-51.8594,-1.50619
155,2.60371,-55.4961,-52.8923,-2.60371
156,2.20009,-55.24,-53.0399,-2.20009
157,-2.9338,-47.0851,-50.0189,2.9338
158,3.531,-56.4313,-52.9003,-3.531
159,2.14083,-54.8311,-52.6902,-2.14083
160,2.24217,-55.6999,-53.4577,-2.24217
161,1.08211,-53.1195,-52.0373,-1.08211
162,2.95438,-56.9802,-54.0259,-2.95438
163,3.07695,-56.1861,-53.1092,-3.07695
164,-0.979767,-48.9483,-49.9281,0.979767
165,3.45255,-57.8956,-54.4431,-3.45255
166,3.67479,-57.4532,-53.7784,-3.67479
167,2.85751,-56.4694,-53.6119,-2.85751
168,2.315,-55.4559,-53.1409,-2.315
169,2.82208,-56.1864,-53.3643,-2.82208
170,3.2603,-55.8124,-52.5521,-3.2603
171,3.84609,-57.8194,-53.9733,-3.84609
172,3.13918,-56.6378,-53.4986,-3.13918
173,2.79951,-56.1304,-53.3309,-2.79951
174,3.75401,-58.3386,-54.5846,-3.75401
175,1.96564,-54.854,-52.8883,-1.96564
176,3.70393,-58.6279,-54.924,-3.70393
177,2.7325,-56.2197,-53.4872,-2.7325
178,3.37779,-57.4478,-54.07,-3.37779
179,-0.282495,-54.2643,-54.5468,0.282495
180,4.05031,-58.4378,-54.3875,-4.05031
181,3.82387,-58.6701,-54.8462,-3.82387
182,1.15706,-54.4563,-53.2992,-1.15706
183,4.12537,-58.3221,-54.1967,-4.12537
184,3.48882,-57.3898,-53.901,-3.48882
185,2.76097,-57.3536,-54.5927,-2.76097
186,4.20765,-58.5494,-54.3418,-4.20765
187,3.89444,-58.7154,-54.821,-3.89444
188,2.49461,-55.3438,-52.8492,-2.49461
189,4.24003,-58.714,-54.474,-4.24003
190,1.95159,-54.692,-52.7404,-1.95159
191,4.45208,-59.6389,-55.1868,-4.45208
192,2.63493,-55.8835,-53.2486,-2.63493
193,4.46003,-59.7421,-55.2821,-4.46003
194,3.9829,-58.2666,-54.2837,-3.9829
195,4.93811,-59.8171,-54.879,-4.93811
196,3.77278,-56.652,-52.8792,-3.77278
197,4.7698,-59.317,-54.5472,-4.7698
198,4.88295,-59.6923,-54.8094,-4.88295
199,5.35455,-60.4268,-55.0722,-5.35455
200,4.11106,-57.7421,-53.6311,-4.11106
201,1.61735,-54.281,-52.6637,-1.61735
202,2.41703,-49.3396,-46.9226,-2.41703
203,-0.583683,-27.0093,-27.593,0.583683
204,-40.2898,-7.04953,-47.3394,40.2898
205,-41.551,-5.83783,-47.3888,41.551
206,-35.1226,-11.1537,-46.2763,35.1226
207,-9.08286,-15.6947,-24.7775,9.08286
208,-8.89875,-12.9181,-21.8169,8.89875
209,-14.15,-21.981,-36.131,14.15
210,-12.8521,-19.5581,-32.4103,12.8521
211,-12.5717,-11.5327,-24.1044,12.5717
212,-20.3912,-19.7247,-40.1158,20.3912
213,-6.6692,-17.1954,-23.8646,6.6692
214,-12.1067,-17.1759,-29.2826,12.1067
215,-16.1659,-23.6672,-39.8331,16.1659
216,-26.9382,-16.1483,-43.0865,26.9382
217,-14.0949,-23.7421,-37.837,14.0949
218,-9.32809,-22.0174,-31.3455,9.32809
219,-8.82974,-30.2873,-39.117,8.82974
220,-13.5281,-18.4946,-32.0228,13.5281
221,-18.3249,-11.0834,-29.4084,18.3249
222,-5.87808,-27.7499,-33.628,5.87808
223,-2.45988,-34.6758,-37.1357,2.45988
224,-5.11378,-36.62,-41.7337,5.11378
225,-8.45271,-23.4718,-31.9245,8.45271
226,-22.2925,-15.8097,-38.1022,22.2925
227,-18.5702,-10.7223,-29.2925,18.5702
228,-15.3654,-24.212,-39.5775,15.3654
229,-8.70657,-24.6329,-33.3395,8.70657
230,-6.05406,-37.2456,-43.2997,6.05406
231,-5.20942,-41.4707,-46.6801,5.20942
232,-0.540872,-36.2663,-36.8072,0.540872
233,-7.09819,-40.4366,-47.5348,7.09819
234,-26.6567,-20.5365,-47.1931,26.6567
235,-22.5314,-13.0513,-35.5827,22.5314
236,-24.1486,-17.811,-41.9596,24.1486
237,-18.89,-26.0566,-44.9466,18.89
238,-11.0014,-21.4848,-32.4863,11.0014
239,-15.5811,-21.1079,-36.689,15.5811
240,-12.304,-29.9662,-42.2702,12.304
241,-23.3137,-20.832,-44.1457,23.3137
242,-9.54066,-31.5379,-41.0786,9.54066
243,-5.26814,-32.2359,-37.5041,5.26814
244,-9.36362,-37.2405,-46.6041,9.36362
245,-0.391918,-34.7282,-35.1201,0.391918
246,-3.80513,-37.1269,-40.932,3.80513
247,-4.5483,-27.4638,-32.0121,4.5483
248,-16.5148,-32.266,-48.7808,16.5148
249,-13.4356,-30.2183,-43.6539,13.4356
250,-4.36754,-15.8523,-20.2198,4.36754
251,-2.15597,-14.0494,-16.2054,2.15597
252,0.356865,-16.3397,-15.9829,-0.356865
253,-32.0983,-13.7035,-45.8018,32.0983
254,-4.23125,-31.0674,-35.2986,4.23125
255,-3.70888,-34.0309,-37.7397,3.70888
256,-6.09843,-32.2246,-38.323,6.09843
257,-1.74986,-42.2735,-44.0234,1.74986
258,0.364583,-44.0239,-43.6593,-0.364583
259,-2.42506,-44.6159,-47.041,2.42506
260,-27.807,-18.3875,-46.1945,27.807
261,-18.358,-9.98428,-28.3423,18.358
262,-18.9991,-24.9132,-43.9123,18.9991
263,-6.97257,-11.8354,-18.808,6.97257
264,-4.34558,-33.8981,-38.2436,4.34558
265,0.22927,-38.3414,-38.1121,-0.22927
266,-39.0327,-10.7779,-49.8106,39.0327
267,-1.96981,-44.5258,-46.4957,1.96981
268,-43.0212,-7.94829,-50.9694,43.0212
