Step,Generator,Discriminator,Real,Fake
87,30.8727,-29.3886,1.48413,-30.8727
88,31.4796,-29.705,1.77454,-31.4796
89,21.0952,-23.6427,-2.54748,-21.0952
90,12.3276,-14.1177,-1.79006,-12.3276
91,34.3481,-21.5755,12.7726,-34.3481
92,28.0068,-26.1901,1.8167,-28.0068
93,33.2851,-29.7988,3.48633,-33.2851
94,34.2447,-35.011,-0.766323,-34.2447
95,34.7243,-21.1182,13.606,-34.7243
96,30.2077,-34.7882,-4.58046,-30.2077
97,28.6234,-31.0953,-2.47192,-28.6234
98,32.418,-34.0011,-1.58316,-32.418
99,30.1829,-35.0618,-4.87895,-30.1829
100,34.3434,-39.9192,-5.57576,-34.3434
101,31.7975,-37.3257,-5.52821,-31.7975
102,32.0298,-37.7298,-5.70005,-32.0298
103,34.398,-25.4727,8.92525,-34.398
104,34.0844,-39.6372,-5.55275,-34.0844
105,34.2549,-38.8119,-4.557,-34.2549
106,34.428,-36.3009,-1.87283,-34.428
107,26.4646,-34.9028,-8.43822,-26.4646
108,33.9126,-30.6827,3.22988,-33.9126
109,33.4206,-37.7755,-4.35489,-33.4206
110,36.7561,-46.9407,-10.1846,-36.7561
111,35.0543,-43.5276,-8.47322,-35.0543
112,34.9557,-43.7726,-8.81696,-34.9557
113,36.1166,-46.0542,-9.93752,-36.1166
114,36.7149,-46.3909,-9.67591,-36.7149
115,33.0089,-44.3461,-11.3372,-33.0089
116,30.4783,-34.9236,-4.44535,-30.4783
117,35.7494,-45.6257,-9.87633,-35.7494
118,34.9369,-43.6135,-8.67654,-34.9369
119,36.5739,-48.7461,-12.1722,-36.5739
120,28.7041,-39.5247,-10.8207,-28.7041
121,36.4428,-50.0603,-13.6175,-36.4428
122,36.7268,-51.1001,-14.3734,-36.7268
123,36.8992,-49.4648,-12.5656,-36.8992
124,36.5101,-51.5578,-15.0476,-36.5101
125,36.4245,-50.4501,-14.0257,-36.4245
126,35.7854,-50.451,-14.6656,-35.7854
127,37.2385,-48.1701,-10.9316,-37.2385
128,33.9361,-47.1286,-13.1924,-33.9361
129,36.7632,-52.3296,-15.5663,-36.7632
130,30.9038,-38.4589,-7.55508,-30.9038
131,37.3584,-50.1277,-12.7693,-37.3584
132,37.1909,-53.0061,-15.8152,-37.1909
133,37.8032,-54.6002,-16.797,-37.8032
134,33.3679,-49.944,-16.5761,-33.3679
135,39.4304,-56.0591,-16.6287,-39.4304
136,37.6728,-53.2306,-15.5578,-37.6728
137,37.4086,-54.9141,-17.5056,-37.4086
138,38.6051,-55.5528,-16.9477,-38.6051
139,39.3263,-55.1191,-15.7929,-39.3263
140,36.8019,-51.7965,-14.9946,-36.8019
141,39.1532,-57.0704,-17.9172,-39.1532
142,35.0445,-52.1979,-17.1535,-35.0445
143,35.0065,-51.0743,-16.0678,-35.0065
144,38.7937,-56.1019,-17.3082,-38.7937
145,37.2711,-52.9548,-15.6837,-37.2711
146,37.3842,-54.4973,-17.1131,-37.3842
147,39.1821,-56.8091,-17.627,-39.1821
148,38.4929,-57.2676,-18.7746,-38.4929
149,38.0999,-54.9255,-16.8256,-38.0999
150,39.2473,-57.5384,-18.2911,-39.2473
151,38.9897,-56.4094,-17.4197,-38.9897
152,39.6149,-58.4072,-18.7923,-39.6149
153,39.1221,-56.8058,-17.6837,-39.1221
154,38.8413,-54.8023,-15.961,-38.8413
155,39.5901,-58.7267,-19.1365,-39.5901
156,34.7126,-52.3137,-17.6012,-34.7126
157,39.4189,-56.1694,-16.7505,-39.4189
158,38.8603,-57.0949,-18.2346,-38.8603
159,39.6085,-57.5465,-17.938,-39.6085
160,38.8817,-58.4027,-19.521,-38.8817
161,29.8351,-47.5677,-17.7326,-29.8351
162,39.7312,-59.156,-19.4248,-39.7312
163,40.3068,-59.6372,-19.3304,-40.3068
164,34.7421,-51.2774,-16.5352,-34.7421
165,40.5701,-60.447,-19.8769,-40.5701
166,32.4456,-49.4635,-17.018,-32.4456
167,40.4333,-60.2843,-19.8511,-40.4333
168,40.5372,-60.5099,-19.9727,-40.5372
169,40.2812,-59.7976,-19.5164,-40.2812
170,39.2302,-59.1746,-19.9444,-39.2302
171,39.5511,-55.8012,-16.25,-39.5511
172,40.213,-60.0945,-19.8815,-40.213
173,40.4742,-59.7172,-19.243,-40.4742
174,40.1973,-59.8021,-19.6049,-40.1973
175,40.4365,-60.2907,-19.8543,-40.4365
176,40.5929,-60.8181,-20.2251,-40.5929
177,39.9744,-58.7324,-18.758,-39.9744
178,40.7836,-60.678,-19.8944,-40.7836
179,37.4964,-56.8827,-19.3863,-37.4964
180,37.5172,-56.5804,-19.0631,-37.5172
181,41.2341,-61.6938,-20.4598,-41.2341
182,41.0211,-61.4424,-20.4213,-41.0211
183,35.4837,-53.0484,-17.5646,-35.4837
184,41.478,-62.3269,-20.8489,-41.478
185,40.0722,-59.92,-19.8478,-40.0722
186,39.993,-60.283,-20.29,-39.993
187,40.6648,-60.9732,-20.3084,-40.6648
188,40.9308,-61.0711,-20.1403,-40.9308
189,40.9494,-60.8982,-19.9488,-40.9494
190,40.8752,-60.9155,-20.0403,-40.8752
191,40.9096,-61.6898,-20.7803,-40.9096
192,39.4692,-58.7391,-19.27,-39.4692
193,41.2657,-62.0894,-20.8238,-41.2657
194,37.9689,-56.6719,-18.703,-37.9689
195,41.5721,-62.6561,-21.0839,-41.5721
196,40.2458,-60.8563,-20.6105,-40.2458
197,40.3408,-60.4808,-20.1399,-40.3408
198,41.4367,-61.9279,-20.4913,-41.4367
199,41.1197,-62.0129,-20.8932,-41.1197
200,40.9216,-60.009,-19.0874,-40.9216
201,39.4213,-59.3732,-19.9519,-39.4213
202,38.6423,-56.3625,-17.7202,-38.6423
203,29.1737,-46.2915,-17.1179,-29.1737
204,26.6634,-30.678,-4.01463,-26.6634
205,29.9756,-27.0193,2.95628,-29.9756
206,30.1136,-34.4836,-4.37001,-30.1136
207,27.9996,-28.5515,-0.551951,-27.9996
208,30.4014,-25.9206,4.4808,-30.4014
209,20.189,-32.2987,-12.1098,-20.189
210,24.1763,-31.7877,-7.61134,-24.1763
211,22.9404,-34.6841,-11.7437,-22.9404
212,-0.320209,-11.7738,-12.094,0.320209
213,9.63369,-22.3983,-12.7646,-9.63369
214,6.23444,-20.9453,-14.7109,-6.23444
215,9.43969,-22.5351,-13.0954,-9.43969
216,29.664,-31.7988,-2.13485,-29.664
217,30.1258,-43.574,-13.4483,-30.1258
218,30.0311,-42.9875,-12.9564,-30.0311
219,34.6004,-41.4829,-6.8825,-34.6004
220,34.6753,-48.7844,-14.1091,-34.6753
221,35.4171,-50.3947,-14.9776,-35.4171
222,36.9142,-55.2697,-18.3555,-36.9142
223,35.6724,-51.448,-15.7756,-35.6724
224,36.1505,-53.1295,-16.979,-36.1505
225,30.3584,-44.3923,-14.0339,-30.3584
226,35.2733,-52.1627,-16.8894,-35.2733
227,35.624,-49.3248,-13.7008,-35.624
228,36.5506,-54.3549,-17.8042,-36.5506
229,37.0024,-54.805,-17.8026,-37.0024
230,32.8269,-41.0649,-8.238,-32.8269
231,33.0431,-51.1174,-18.0743,-33.0431
232,35.268,-52.9564,-17.6884,-35.268
233,34.3637,-46.3683,-12.0046,-34.3637
234,29.4966,-46.339,-16.8424,-29.4966
235,10.1506,-26.9448,-16.7942,-10.1506
236,33.9678,-45.6854,-11.7176,-33.9678
237,36.2669,-54.1973,-17.9303,-36.2669
238,33.881,-50.0053,-16.1243,-33.881
239,35.3292,-53.3365,-18.0074,-35.3292
240,36.2362,-53.9806,-17.7444,-36.2362
241,39.096,-58.9069,-19.8109,-39.096
242,37.5925,-57.0962,-19.5037,-37.5925
243,36.1047,-46.1821,-10.0774,-36.1047
244,38.506,-57.2015,-18.6955,-38.506
245,34.7331,-53.4788,-18.7458,-34.7331
246,32.2746,-50.735,-18.4604,-32.2746
247,33.3548,-45.7189,-12.3641,-33.3548
248,38.7235,-56.8471,-18.1236,-38.7235
249,31.6685,-46.5343,-14.8657,-31.6685
250,37.4376,-55.9652,-18.5275,-37.4376
251,4.66482,-20.4135,-15.7487,-4.66482
252,38.4232,-45.3501,-6.92699,-38.4232
253,28.7974,-45.3641,-16.5668,-28.7974
254,35.6553,-46.8364,-11.181,-35.6553
255,34.5931,-49.8043,-15.2112,-34.5931
256,37.2848,-53.4442,-16.1594,-37.2848
257,28.4049,-45.9507,-17.5458,-28.4049
258,34.2214,-48.4917,-14.2703,-34.2214
259,36.3269,-36.3219,0.00494599,-36.3269
260,38.6285,-56.3123,-17.6838,-38.6285
261,39.028,-56.9827,-17.9547,-39.028
262,39.3815,-57.5499,-18.1684,-39.3815
263,39.5253,-58.1189,-18.5936,-39.5253
264,39.4906,-58.0497,-18.5591,-39.4906
265,38.6994,-54.001,-15.3015,-38.6994
266,37.9611,-56.6692,-18.7081,-37.9611
267,39.4892,-56.7312,-17.242,-39.4892
268,38.0218,-56.4732,-18.4514,-38.0218
269,35.0998,-50.9493,-15.8496,-35.0998
270,29.684,-35.3942,-5.71016,-29.684
271,35.0622,-48.9442,-13.882,-35.0622
272,29.5999,-46.211,-16.6111,-29.5999
273,31.9655,-49.7071,-17.7416,-31.9655
274,16.6008,-33.8072,-17.2064,-16.6008
275,31.296,-42.0796,-10.7836,-31.296
276,33.0883,-51.7665,-18.6783,-33.0883
277,37.4765,-54.4311,-16.9546,-37.4765
278,38.6422,-57.5457,-18.9034,-38.6422
279,38.7382,-57.6373,-18.899,-38.7382
280,36.2668,-55.222,-18.9552,-36.2668
281,37.7318,-55.8847,-18.153,-37.7318
282,38.6515,-58.7028,-20.0512,-38.6515
283,39.1829,-59.1874,-20.0045,-39.1829
284,38.2633,-55.9382,-17.675,-38.2633
285,39.7872,-59.2966,-19.5093,-39.7872
286,38.2183,-57.3278,-19.1094,-38.2183
287,35.9999,-55.5758,-19.5759,-35.9999
288,37.0024,-51.272,-14.2696,-37.0024
289,37.081,-49.345,-12.264,-37.081
290,29.0759,-40.8001,-11.7242,-29.0759
291,35.309,-29.6987,5.61024,-35.309
292,24.5844,-36.0711,-11.4867,-24.5844
293,31.2903,-40.6351,-9.3448,-31.2903
294,35.7499,-45.0604,-9.31043,-35.7499
295,36.9793,-53.2029,-16.2235,-36.9793
296,37.8509,-56.1157,-18.2648,-37.8509
297,37.3156,-55.2929,-17.9772,-37.3156
298,38.9662,-57.6392,-18.673,-38.9662
299,39.5525,-59.0744,-19.5219,-39.5525
300,39.1109,-58.6217,-19.5108,-39.1109
301,39.2461,-57.5775,-18.3314,-39.2461
302,39.2862,-59.0209,-19.7347,-39.2862
303,39.7878,-59.7695,-19.9817,-39.7878
304,39.9949,-60.1056,-20.1107,-39.9949
305,40.2121,-60.8542,-20.6421,-40.2121
306,39.6601,-59.9464,-20.2863,-39.6601
307,38.8232,-58.3352,-19.512,-38.8232
308,36.2399,-51.9648,-15.7249,-36.2399
309,38.4339,-50.2322,-11.7983,-38.4339
310,17.2053,-33.8752,-16.6699,-17.2053
311,25.153,-40.8982,-15.7451,-25.153
312,34.7411,-53.3898,-18.6487,-34.7411
313,39.0326,-58.8607,-19.828,-39.0326
314,39.8778,-59.3505,-19.4727,-39.8778
315,39.4417,-59.357,-19.9153,-39.4417
316,39.336,-55.1593,-15.8233,-39.336
317,38.9879,-59.0138,-20.0259,-38.9879
318,2.51132,-10.7094,-8.19808,-2.51132
319,33.9621,-22.5814,11.3807,-33.9621
320,38.1733,-55.7445,-17.5712,-38.1733
321,32.9236,-51.4235,-18.4999,-32.9236
322,39.3178,-56.5374,-17.2195,-39.3178
323,38.9626,-57.2519,-18.2893,-38.9626
324,38.2753,-54.1615,-15.8863,-38.2753
325,37.8408,-55.0554,-17.2146,-37.8408
326,38.019,-57.2398,-19.2208,-38.019
327,38.4991,-56.9783,-18.4792,-38.4991
328,38.3653,-58.5227,-20.1574,-38.3653
329,37.1533,-50.353,-13.1997,-37.1533
330,39.7879,-59.1891,-19.4012,-39.7879
331,39.8243,-58.9464,-19.1221,-39.8243
332,39.2493,-59.6281,-20.3787,-39.2493
333,38.2568,-46.898,-8.64123,-38.2568
334,40.2362,-60.2934,-20.0573,-40.2362
335,39.8333,-59.6331,-19.7998,-39.8333
336,37.2668,-48.6235,-11.3567,-37.2668
337,36.3727,-56.2792,-19.9065,-36.3727
338,27.238,-37.8496,-10.6115,-27.238
339,37.2553,-51.3485,-14.0932,-37.2553
340,31.1839,-50.5509,-19.367,-31.1839
341,33.6638,-44.3364,-10.6726,-33.6638
342,40.14,-59.7986,-19.6586,-40.14
343,39.752,-59.6312,-19.8792,-39.752
344,40.027,-60.0913,-20.0642,-40.027
345,40.2154,-60.0195,-19.8041,-40.2154
346,40.1709,-59.516,-19.345,-40.1709
347,38.3081,-57.6226,-19.3145,-38.3081
348,40.6333,-61.2011,-20.5678,-40.6333
349,40.3237,-60.3083,-19.9846,-40.3237
350,39.1055,-58.7713,-19.6658,-39.1055
351,38.5592,-57.1344,-18.5752,-38.5592
352,40.2533,-58.5963,-18.343,-40.2533
353,40.8631,-61.2599,-20.3969,-40.8631
354,39.6567,-59.2434,-19.5867,-39.6567
355,39.848,-60.6954,-20.8474,-39.848
356,37.9906,-56.9629,-18.9723,-37.9906
357,40.5896,-60.8722,-20.2826,-40.5896
358,39.4269,-59.5217,-20.0948,-39.4269
359,38.3004,-57.2413,-18.9409,-38.3004
360,38.9527,-58.8914,-19.9387,-38.9527
361,39.5467,-59.4612,-19.9145,-39.5467
362,39.7733,-58.7636,-18.9904,-39.7733
363,21.1491,-41.392,-20.2429,-21.1491
364,27.5622,-46.0281,-18.4659,-27.5622
365,36.2698,-48.9983,-12.7285,-36.2698
366,38.7679,-46.484,-7.71611,-38.7679
367,39.872,-59.693,-19.821,-39.872
368,38.5696,-57.7359,-19.1662,-38.5696
369,40.6168,-61.1183,-20.5014,-40.6168
370,39.6029,-58.6648,-19.0618,-39.6029
371,39.6489,-58.3425,-18.6937,-39.6489
372,39.6773,-59.2846,-19.6073,-39.6773
373,40.8662,-61.147,-20.2808,-40.8662
374,40.3893,-61.4865,-21.0972,-40.3893
375,38.9951,-58.7248,-19.7296,-38.9951
376,40.7773,-61.9818,-21.2045,-40.7773
377,40.603,-60.9995,-20.3965,-40.603
378,40.9605,-61.3938,-20.4334,-40.9605
379,39.3837,-60.4684,-21.0847,-39.3837
380,40.8631,-61.9084,-21.0453,-40.8631
381,41.2542,-61.9958,-20.7416,-41.2542
382,41.2375,-62.363,-21.1254,-41.2375
383,41.1785,-62.373,-21.1945,-41.1785
384,41.3173,-61.9718,-20.6545,-41.3173
385,41.4233,-62.8381,-21.4148,-41.4233
386,41.0345,-62.1675,-21.1331,-41.0345
387,41.0571,-61.6819,-20.6248,-41.0571
388,40.5595,-61.5022,-20.9427,-40.5595
389,41.3559,-62.0919,-20.736,-41.3559
390,40.692,-61.8162,-21.1243,-40.692
391,40.6485,-61.2283,-20.5798,-40.6485
392,41.6018,-62.8178,-21.216,-41.6018
393,41.356,-62.3588,-21.0028,-41.356
394,41.4035,-62.9875,-21.584,-41.4035
395,41.4071,-62.6048,-21.1976,-41.4071
396,40.1685,-61.5104,-21.3418,-40.1685
397,41.6871,-63.0679,-21.3808,-41.6871
398,41.0124,-62.4631,-21.4507,-41.0124
399,41.6591,-63.1765,-21.5173,-41.6591
400,41.141,-62.3989,-21.258,-41.141
401,41.5451,-62.8642,-21.3191,-41.5451
402,40.9537,-62.364,-21.4102,-40.9537
403,40.7564,-62.2513,-21.4949,-40.7564
404,41.3657,-62.2996,-20.9338,-41.3657
405,40.7262,-62.4009,-21.6748,-40.7262
406,40.6312,-61.6882,-21.0569,-40.6312
407,41.5862,-62.5827,-20.9965,-41.5862
408,40.9727,-62.4902,-21.5175,-40.9727
409,41.7235,-63.1941,-21.4706,-41.7235
410,41.3573,-61.5648,-20.2075,-41.3573
411,41.2525,-62.7406,-21.4881,-41.2525
412,41.6512,-63.2108,-21.5596,-41.6512
413,41.6923,-63.3618,-21.6695,-41.6923
414,39.5298,-59.558,-20.0283,-39.5298
415,41.7642,-63.6591,-21.895,-41.7642
416,40.1245,-61.8185,-21.694,-40.1245
417,41.4491,-63.0748,-21.6257,-41.4491
418,41.4969,-63.0125,-21.5156,-41.4969
419,38.1902,-58.322,-20.1319,-38.1902
420,41.1085,-61.9615,-20.853,-41.1085
421,40.699,-62.1357,-21.4367,-40.699
422,37.1106,-56.1302,-19.0196,-37.1106
423,41.2636,-61.3426,-20.0791,-41.2636
424,38.1325,-41.7235,-3.591,-38.1325
425,40.8582,-61.4699,-20.6117,-40.8582
426,39.2331,-45.2352,-6.00206,-39.2331
427,40.607,-60.9855,-20.3785,-40.607
428,37.0546,-57.0987,-20.0441,-37.0546
429,40.8235,-59.5053,-18.6818,-40.8235
430,39.4852,-59.3332,-19.848,-39.4852
431,39.6917,-59.5485,-19.8569,-39.6917
432,39.7519,-51.9123,-12.1604,-39.7519
433,39.1064,-53.2287,-14.1223,-39.1064
434,38.2088,-55.4615,-17.2527,-38.2088
435,38.5023,-47.9971,-9.49481,-38.5023
436,35.2079,-53.428,-18.2201,-35.2079
437,39.8449,-58.8608,-19.0159,-39.8449
438,38.9923,-56.3604,-17.3681,-38.9923
439,38.0478,-46.4405,-8.39264,-38.0478
440,38.8532,-58.3863,-19.5331,-38.8532
441,36.5365,-55.797,-19.2605,-36.5365
442,37.1736,-56.3599,-19.1863,-37.1736
443,35.7638,-33.9057,1.8581,-35.7638
444,37.2817,-56.4552,-19.1735,-37.2817
445,36.525,-56.4001,-19.8751,-36.525
446,36.5576,-33.0543,3.50322,-36.5576
447,37.4627,-47.9188,-10.456,-37.4627
448,37.6167,-55.6251,-18.0084,-37.6167
449,12.8495,-31.919,-19.0695,-12.8495
450,2.27793,-21.1169,-18.839,-2.27793
451,-1.15625,-14.4678,-15.6241,1.15625
452,36.9806,-4.99612,31.9844,-36.9806
453,25.3639,-42.1743,-16.8104,-25.3639
454,38.2383,-50.8206,-12.5823,-38.2383
455,38.9207,-56.9986,-18.0779,-38.9207
456,35.9125,-47.9916,-12.0791,-35.9125
457,36.0434,-29.1266,6.91674,-36.0434
458,29.3646,-38.4995,-9.13488,-29.3646
459,36.8171,-49.771,-12.954,-36.8171
460,33.3092,-44.8677,-11.5585,-33.3092
461,37.2247,-55.0227,-17.798,-37.2247
462,38.2494,-54.1721,-15.9228,-38.2494
463,38.4154,-52.7093,-14.2939,-38.4154
464,17.0319,-34.0955,-17.0635,-17.0319
465,34.0077,-42.025,-8.0173,-34.0077
466,34.0697,-38.5535,-4.48383,-34.0697
467,36.719,-37.7945,-1.07554,-36.719
468,36.6417,-55.5111,-18.8694,-36.6417
469,7.40102,-25.5504,-18.1494,-7.40102
470,38.1335,-54.593,-16.4595,-38.1335
471,38.777,-52.3335,-13.5565,-38.777
472,38.1038,-56.9258,-18.822,-38.1038
473,39.6342,-54.161,-14.5268,-39.6342
474,39.0472,-56.8042,-17.757,-39.0472
475,14.4863,-31.8202,-17.3339,-14.4863
476,40.6447,-60.2388,-19.5941,-40.6447
477,40.1389,-60.6288,-20.4899,-40.1389
478,33.3813,-52.747,-19.3658,-33.3813
479,32.9184,-52.1693,-19.2509,-32.9184
480,38.1239,-38.5513,-0.427339,-38.1239
481,39.0187,-57.8635,-18.8448,-39.0187
482,39.3839,-58.9319,-19.548,-39.3839
483,39.9344,-60.3397,-20.4053,-39.9344
484,39.9128,-59.5487,-19.6359,-39.9128
485,40.8257,-61.6106,-20.7849,-40.8257
486,26.7483,-46.1758,-19.4275,-26.7483
487,40.5458,-61.1885,-20.6427,-40.5458
488,40.4169,-60.4315,-20.0145,-40.4169
489,39.4218,-47.7342,-8.31237,-39.4218
490,36.8922,-51.0138,-14.1216,-36.8922
491,34.7297,-49.4024,-14.6727,-34.7297
492,27.3129,-41.9822,-14.6693,-27.3129
493,33.6048,-51.8452,-18.2404,-33.6048
494,36.5748,-52.3231,-15.7483,-36.5748
495,30.2762,-45.841,-15.5648,-30.2762
496,36.7198,-41.8712,-5.15137,-36.7198
497,39.1655,-50.9334,-11.7679,-39.1655
498,31.4666,-47.9641,-16.4975,-31.4666
499,37.2596,-52.6612,-15.4017,-37.2596
500,33.5928,-48.2238,-14.6309,-33.5928
501,34.7023,-52.575,-17.8727,-34.7023
502,38.1812,-56.7437,-18.5625,-38.1812
503,36.2974,-52.5161,-16.2186,-36.2974
504,39.8248,-59.1156,-19.2908,-39.8248
505,38.7592,-58.8321,-20.0729,-38.7592
506,38.6165,-58.7486,-20.1321,-38.6165
507,40.5505,-61.1783,-20.6278,-40.5505
508,40.7877,-61.502,-20.7143,-40.7877
509,39.3207,-59.7686,-20.4479,-39.3207
510,40.8568,-61.7357,-20.8789,-40.8568
511,41.2137,-62.4611,-21.2473,-41.2137
512,40.8636,-61.9313,-21.0677,-40.8636
513,40.4795,-60.9393,-20.4598,-40.4795
514,41.0108,-61.8051,-20.7943,-41.0108
515,39.9593,-60.9987,-21.0394,-39.9593
516,41.4039,-62.5191,-21.1153,-41.4039
517,40.1697,-59.5811,-19.4114,-40.1697
518,41.3152,-62.6005,-21.2853,-41.3152
519,41.5435,-62.7511,-21.2076,-41.5435
520,41.3616,-61.78,-20.4184,-41.3616
521,39.6976,-56.5378,-16.8402,-39.6976
522,41.4039,-62.6339,-21.23,-41.4039
523,41.4943,-62.8173,-21.323,-41.4943
524,34.1491,-53.808,-19.6589,-34.1491
525,39.6629,-60.7858,-21.1228,-39.6629
526,38.5927,-56.6804,-18.0878,-38.5927
527,37.3857,-50.4981,-13.1123,-37.3857
528,36.252,-54.0177,-17.7657,-36.252
529,39.6799,-59.297,-19.6172,-39.6799
530,38.2447,-56.8673,-18.6226,-38.2447
531,38.8332,-57.1532,-18.32,-38.8332
532,35.4101,-47.8988,-12.4887,-35.4101
533,39.2914,-45.2504,-5.95902,-39.2914
534,36.6649,-51.161,-14.4961,-36.6649
535,37.8211,-53.1818,-15.3607,-37.8211
536,32.659,-49.4611,-16.8021,-32.659
537,31.9474,-50.5335,-18.5861,-31.9474
538,38.2793,-51.5417,-13.2623,-38.2793
539,38.5885,-55.421,-16.8325,-38.5885
540,38.6991,-58.7918,-20.0927,-38.6991
541,38.6249,-56.0498,-17.4249,-38.6249
542,39.94,-60.4749,-20.5349,-39.94
543,39.2481,-59.5983,-20.3502,-39.2481
544,40.5831,-61.5352,-20.9521,-40.5831
545,39.4749,-60.1276,-20.6527,-39.4749
546,40.6266,-60.6946,-20.0681,-40.6266
547,39.5044,-59.2828,-19.7784,-39.5044
